timestamp,latitude,longitude,altitude_km,speed_kmph,Hemisphere,region
2025-06-07T00:08:30Z,-19.2263978967867,-106.843364290884,376.3,27658.07,Southern,Pacific Ocean
2025-06-07T00:08:40Z,-19.7199471227547,-106.430743632429,376.43,27657.78,Southern,Pacific Ocean
2025-06-07T00:08:50Z,-20.212300942004,-106.015345728624,376.57,27657.48,Southern,Pacific Ocean
2025-06-07T00:09:00Z,-20.7034203430452,-105.597084235477,376.71,27657.19,Southern,Pacific Ocean
2025-06-07T00:09:10Z,-21.1932656067662,-105.175871714376,376.85,27656.89,Southern,Pacific Ocean
2025-06-07T00:09:20Z,-21.6817962815781,-104.751619610463,376.98,27656.59,Southern,Pacific Ocean
2025-06-07T00:09:30Z,-22.1689711586683,-104.324238231496,377.12,27656.3,Southern,Pacific Ocean
2025-06-07T00:09:40Z,-22.6547482473401,-103.893636727256,377.27,27656,Southern,Pacific Ocean
2025-06-07T00:09:50Z,-23.1390847436322,-103.459723076287,377.41,27655.71,Southern,Pacific Ocean
2025-06-07T00:10:00Z,-23.6219370074268,-103.022404065393,377.55,27655.42,Southern,Pacific Ocean
2025-06-07T00:10:10Z,-24.103260533131,-102.581585276419,377.69,27655.12,Southern,Pacific Ocean
2025-06-07T00:10:20Z,-24.583009920787,-102.137171073905,377.84,27654.83,Southern,Pacific Ocean
2025-06-07T00:10:30Z,-25.0611388475977,-101.68906459378,377.98,27654.54,Southern,Pacific Ocean
2025-06-07T00:10:40Z,-25.5376000410647,-101.237167731881,378.13,27654.25,Southern,Pacific Ocean
2025-06-07T00:10:50Z,-26.0123452437143,-100.781381142997,378.27,27653.96,Southern,Pacific Ocean
2025-06-07T00:11:00Z,-26.4853251898148,-100.321604229433,378.42,27653.68,Southern,Pacific Ocean
2025-06-07T00:11:10Z,-0.351665777611024,-144.273374501662,372.55,27668.27,Southern,Pacific Ocean
2025-06-07T00:11:20Z,-0.866518893997149,-143.910471047465,372.62,27668.03,Southern,Pacific Ocean
2025-06-07T00:11:30Z,-1.38131807384747,-143.547465705159,372.68,27667.79,Southern,Pacific Ocean
2025-06-07T00:11:40Z,-1.89603650540867,-143.184293774923,372.74,27667.55,Southern,Pacific Ocean
2025-06-07T00:11:50Z,-2.41064734125308,-142.820890487691,372.81,27667.3,Southern,Pacific Ocean
2025-06-07T00:12:00Z,-2.92512368723958,-142.457190974216,372.88,27667.05,Southern,Pacific Ocean
2025-06-07T00:12:10Z,-3.43943858518469,-142.093130239048,372.96,27666.8,Southern,Pacific Ocean
2025-06-07T00:12:20Z,-3.95356499908384,-141.728643131656,373.03,27666.54,Southern,Pacific Ocean
2025-06-07T00:12:30Z,-4.46747580027799,-141.363664318286,373.11,27666.29,Southern,Pacific Ocean
2025-06-07T00:12:40Z,-4.98114375646271,-140.998128250704,373.19,27666.03,Southern,Pacific Ocean
2025-06-07T00:12:50Z,-5.49454151140935,-140.631969142159,373.27,27665.77,Southern,Pacific Ocean
2025-06-07T00:13:00Z,-6.00764157245128,-140.265120937117,373.36,27665.5,Southern,Pacific Ocean
2025-06-07T00:13:10Z,-6.52041629749982,-139.89751728117,373.44,27665.24,Southern,Pacific Ocean
2025-06-07T00:13:20Z,-7.03283787798873,-139.529091494092,373.53,27664.97,Southern,Pacific Ocean
2025-06-07T00:13:30Z,-7.5448783229747,-139.159776541783,373.62,27664.7,Southern,Pacific Ocean
2025-06-07T00:13:40Z,-8.05650944633459,-138.78950500559,373.72,27664.43,Southern,Pacific Ocean
2025-06-07T00:13:50Z,-8.56770284691477,-138.418209057084,373.81,27664.16,Southern,Pacific Ocean
2025-06-07T00:14:00Z,-9.07842989860572,-138.045820424691,373.91,27663.88,Southern,Pacific Ocean
2025-06-07T00:14:10Z,-9.58866172877762,-137.672270369485,374.01,27663.61,Southern,Pacific Ocean
2025-06-07T00:14:20Z,-10.0983692049747,-137.297489654137,374.12,27663.33,Southern,Pacific Ocean
2025-06-07T00:14:30Z,-10.6075229174553,-136.921408515015,374.22,27663.05,Southern,Pacific Ocean
2025-06-07T00:14:40Z,-11.1160931640769,-136.543956632156,374.33,27662.76,Southern,Pacific Ocean
2025-06-07T00:14:50Z,-11.6240499300407,-136.165063103249,374.43,27662.48,Southern,Pacific Ocean
2025-06-07T00:15:00Z,-12.1313628735273,-135.784656412589,374.55,27662.2,Southern,Pacific Ocean
2025-06-07T00:15:10Z,-12.6380013081039,-135.402664402441,374.66,27661.91,Southern,Pacific Ocean
2025-06-07T00:15:20Z,-13.1439341819148,-135.019014246912,374.77,27661.62,Southern,Pacific Ocean
2025-06-07T00:15:30Z,-13.6491300623767,-134.633632421063,374.89,27661.34,Southern,Pacific Ocean
2025-06-07T00:15:40Z,-14.1535571176107,-134.246444672485,375.01,27661.05,Southern,Pacific Ocean
2025-06-07T00:15:50Z,-14.657183094633,-133.85737599553,375.13,27660.76,Southern,Pacific Ocean
2025-06-07T00:16:00Z,-15.1599753033026,-133.466350600483,375.25,27660.46,Southern,Pacific Ocean
2025-06-07T00:16:10Z,-15.6619005953769,-133.073291886722,375.37,27660.17,Southern,Pacific Ocean
2025-06-07T00:16:20Z,-16.1629253438249,-132.678122415612,375.5,27659.88,Southern,Pacific Ocean
2025-06-07T00:16:30Z,-16.6630154230248,-132.28076388252,375.62,27659.58,Southern,Pacific Ocean
2025-06-07T00:16:40Z,-17.162136188535,-131.881137089142,375.75,27659.29,Southern,Pacific Ocean
2025-06-07T00:16:50Z,-17.6602524554727,-131.47916191701,375.88,27659,Southern,Pacific Ocean
2025-06-07T00:17:00Z,-18.1573284742452,-131.074757303417,376.01,27658.7,Southern,Pacific Ocean
2025-06-07T00:17:10Z,-18.6533279137604,-130.667841210725,376.14,27658.4,Southern,Pacific Ocean
2025-06-07T00:17:20Z,-19.1482138330653,-130.258330606111,376.28,27658.11,Southern,Pacific Ocean
2025-06-07T00:17:30Z,-19.6419486623459,-129.846141433134,376.41,27657.81,Southern,Pacific Ocean
2025-06-07T00:17:40Z,-20.134494177108,-129.431188589657,376.55,27657.52,Southern,Pacific Ocean
2025-06-07T00:17:50Z,-20.6258114734643,-129.01338590516,376.68,27657.22,Southern,Pacific Ocean
2025-06-07T00:18:00Z,-21.1158609479337,-128.592646114165,376.82,27656.92,Southern,Pacific Ocean
2025-06-07T00:18:10Z,-21.6046022657606,-128.168880840926,376.96,27656.63,Southern,Pacific Ocean
2025-06-07T00:18:20Z,-22.0919943418777,-127.742000572768,377.1,27656.33,Southern,Pacific Ocean
2025-06-07T00:18:30Z,-22.5779953082369,-127.311914647075,377.24,27656.04,Southern,Pacific Ocean
2025-06-07T00:18:40Z,-23.0625624937024,-126.878531227027,377.38,27655.74,Southern,Pacific Ocean
2025-06-07T00:18:50Z,-23.5456523922268,-126.441757289559,377.52,27655.45,Southern,Pacific Ocean
2025-06-07T00:19:00Z,-24.0272206370389,-126.001498608567,377.67,27655.16,Southern,Pacific Ocean
2025-06-07T00:19:10Z,-24.5072219724404,-125.557659741682,377.81,27654.86,Southern,Pacific Ocean
2025-06-07T00:19:20Z,-24.985610223872,-125.110144020127,377.96,27654.57,Southern,Pacific Ocean
2025-06-07T00:19:30Z,-25.4623382702343,-124.658853537922,378.1,27654.28,Southern,Pacific Ocean
2025-06-07T00:19:40Z,-25.9373580147669,-124.20368914418,378.25,27653.99,Southern,Pacific Ocean
2025-06-07T00:19:50Z,-26.4106203509071,-123.744550442698,378.39,27653.7,Southern,Pacific Ocean
2025-06-07T00:20:00Z,-26.8820751364764,-123.28133578501,378.54,27653.42,Southern,Pacific Ocean
2025-06-07T00:20:10Z,-27.3516711598246,-122.813942274299,378.69,27653.13,Southern,Pacific Ocean
2025-06-07T00:20:20Z,-27.8193561088789,-122.342265768973,378.83,27652.85,Southern,Pacific Ocean
2025-06-07T00:20:30Z,-28.2850765394822,-121.866200889979,378.98,27652.57,Southern,Pacific Ocean
2025-06-07T00:20:40Z,-28.7487778421616,-121.385641033136,379.13,27652.29,Southern,Pacific Ocean
2025-06-07T00:20:50Z,-29.2104042106347,-120.900478383194,379.27,27652.01,Southern,Pacific Ocean
2025-06-07T00:21:00Z,-29.6698986067684,-120.410603935844,379.42,27651.73,Southern,Pacific Ocean
2025-06-07T00:21:10Z,-30.1272027314474,-119.915907517334,379.57,27651.46,Southern,Pacific Ocean
2025-06-07T00:21:20Z,-30.5822569867149,-119.416277818856,379.71,27651.18,Southern,Pacific Ocean
2025-06-07T00:21:30Z,-31.0350004436585,-118.91160242962,379.86,27650.91,Southern,Pacific Ocean
2025-06-07T00:21:40Z,-31.4853708095893,-118.401767876282,380.01,27650.65,Southern,Pacific Ocean
2025-06-07T00:21:50Z,-31.9333043940375,-117.88665966991,380.15,27650.38,Southern,Pacific Ocean
2025-06-07T00:22:00Z,-32.3787360751026,-117.366162359256,380.3,27650.12,Southern,Pacific Ocean
2025-06-07T00:22:10Z,-32.8215992645394,-116.84015959283,380.44,27649.86,Southern,Pacific Ocean
2025-06-07T00:22:20Z,-33.261825875941,-116.308534185003,380.58,27649.6,Southern,Pacific Ocean
2025-06-07T00:22:30Z,-33.6993462918278,-115.77116819179,380.73,27649.35,Southern,Pacific Ocean
2025-06-07T00:22:40Z,-34.1340893317525,-115.22794299446,380.87,27649.1,Southern,Pacific Ocean
2025-06-07T00:22:50Z,-34.5659822179459,-114.67873939626,381.01,27648.85,Southern,Pacific Ocean
2025-06-07T00:23:00Z,-34.994950546977,-114.123437721658,381.15,27648.61,Southern,Pacific Ocean
2025-06-07T00:23:10Z,-35.4209182581037,-113.561917931289,381.29,27648.36,Southern,Pacific Ocean
2025-06-07T00:23:20Z,-35.8438076045993,-112.994059744977,381.43,27648.13,Southern,Pacific Ocean
2025-06-07T00:23:30Z,-36.2635391249277,-112.41974277794,381.57,27647.89,Southern,Pacific Ocean
2025-06-07T00:23:40Z,-36.6800316166718,-111.838846686973,381.71,27647.66,Southern,Pacific Ocean
2025-06-07T00:23:50Z,-37.093202112292,-111.251251328563,381.84,27647.44,Southern,Pacific Ocean
2025-06-07T00:24:00Z,-37.5029658538242,-110.656836934498,381.98,27647.21,Southern,Pacific Ocean
2025-06-07T00:24:10Z,-37.9092362749864,-110.055484292821,382.11,27646.99,Southern,Pacific Ocean
2025-06-07T00:24:20Z,-38.3119249777859,-109.447074955137,382.24,27646.78,Southern,Pacific Ocean
2025-06-07T00:24:30Z,-38.7109417207113,-108.831491444531,382.37,27646.57,Southern,Pacific Ocean
2025-06-07T00:24:40Z,-39.1061944023885,-108.208617490427,382.5,27646.36,Southern,Pacific Ocean
2025-06-07T00:24:50Z,-39.4975890512076,-107.578338274946,382.62,27646.16,Southern,Pacific Ocean
2025-06-07T00:25:00Z,-39.8850298201036,-106.940540692593,382.75,27645.96,Southern,Pacific Ocean
2025-06-07T00:25:10Z,-40.2684189830285,-106.295113630074,382.87,27645.77,Southern,Pacific Ocean
2025-06-07T00:25:20Z,-40.647656933365,-105.641948267431,382.99,27645.58,Southern,Pacific Ocean
2025-06-07T00:25:30Z,-41.0226421909935,-104.980938389326,383.11,27645.4,Southern,Pacific Ocean
2025-06-07T00:25:40Z,-41.3932714147687,-104.311980712653,383.23,27645.22,Southern,Pacific Ocean
2025-06-07T00:25:50Z,-41.7594394123628,-103.634975247057,383.35,27645.04,Southern,Pacific Ocean
2025-06-07T00:26:00Z,-42.1210391661908,-102.949825653821,383.46,27644.88,Southern,Pacific Ocean
2025-06-07T00:26:10Z,-42.4779618579569,-102.256439636799,383.57,27644.71,Southern,Pacific Ocean
2025-06-07T00:26:20Z,-42.8300969022527,-101.554729346432,383.68,27644.55,Southern,Pacific Ocean
2025-06-07T00:26:30Z,-43.1773319880831,-100.844611799033,383.79,27644.4,Southern,Pacific Ocean
2025-06-07T00:26:40Z,-43.5195531234215,-100.126009322422,383.9,27644.25,Southern,Pacific Ocean
2025-06-07T00:26:50Z,-0.270904837120687,-167.680177815054,372.54,27668.32,Southern,Pacific Ocean
2025-06-07T00:27:00Z,-0.785764775688101,-167.317283855144,372.6,27668.08,Southern,Pacific Ocean
2025-06-07T00:27:10Z,-1.30057495870411,-166.954298168154,372.66,27667.84,Southern,Pacific Ocean
2025-06-07T00:27:20Z,-1.81530857813345,-166.591156062659,372.73,27667.59,Southern,Pacific Ocean
2025-06-07T00:27:30Z,-2.32993879481954,-166.227792780617,372.79,27667.35,Southern,Pacific Ocean
2025-06-07T00:27:40Z,-2.84443872022333,-165.864143472159,372.86,27667.1,Southern,Pacific Ocean
2025-06-07T00:27:50Z,-3.35878140764444,-165.500143162829,372.94,27666.84,Southern,Pacific Ocean
2025-06-07T00:28:00Z,-3.87293983582474,-165.135726726766,373.01,27666.59,Southern,Pacific Ocean
2025-06-07T00:28:10Z,-4.38688689051438,-164.770828861436,373.09,27666.33,Southern,Pacific Ocean
2025-06-07T00:28:20Z,-4.90059535710754,-164.405384053511,373.17,27666.07,Southern,Pacific Ocean
2025-06-07T00:28:30Z,-5.41403789841575,-164.039326556414,373.25,27665.81,Southern,Pacific Ocean
2025-06-07T00:28:40Z,-5.92718704610014,-163.672590356909,373.34,27665.55,Southern,Pacific Ocean
2025-06-07T00:28:50Z,-6.44001518181334,-163.305109149719,373.42,27665.28,Southern,Pacific Ocean
2025-06-07T00:29:00Z,-6.95249452377324,-162.936816307724,373.51,27665.02,Southern,Pacific Ocean
2025-06-07T00:29:10Z,-7.46459711121103,-162.567644853626,373.6,27664.75,Southern,Pacific Ocean
2025-06-07T00:29:20Z,-7.97629478833082,-162.197527431926,373.7,27664.47,Southern,Pacific Ocean
2025-06-07T00:29:30Z,-8.48755919199941,-161.826396277631,373.79,27664.2,Southern,Pacific Ocean
2025-06-07T00:29:40Z,-8.99836172911909,-161.454183193173,373.89,27663.93,Southern,Pacific Ocean
2025-06-07T00:29:50Z,-9.50867356848283,-161.080819513399,373.99,27663.65,Southern,Pacific Ocean
2025-06-07T00:30:00Z,-10.0184656196703,-160.706236080842,374.09,27663.37,Southern,Pacific Ocean
2025-06-07T00:30:10Z,-10.5277085169338,-160.330363216777,374.2,27663.09,Southern,Pacific Ocean
2025-06-07T00:30:20Z,-11.0363726057533,-159.953130689861,374.3,27662.81,Southern,Pacific Ocean
2025-06-07T00:30:30Z,-11.54442792197,-159.574467690641,374.41,27662.52,Southern,Pacific Ocean
2025-06-07T00:30:40Z,-12.0518441751965,-159.194302802393,374.52,27662.24,Southern,Pacific Ocean
2025-06-07T00:30:50Z,-12.5585907345189,-158.812563969773,374.64,27661.95,Southern,Pacific Ocean
2025-06-07T00:31:00Z,-13.0646366080517,-158.429178472431,374.75,27661.66,Southern,Pacific Ocean
2025-06-07T00:31:10Z,-13.5699504238027,-158.044072897299,374.87,27661.38,Southern,Pacific Ocean
2025-06-07T00:31:20Z,-14.0745004127865,-157.657173108882,374.98,27661.09,Southern,Pacific Ocean
2025-06-07T00:31:30Z,-14.5782543908117,-157.268404220406,375.1,27660.8,Southern,Pacific Ocean
2025-06-07T00:31:40Z,-15.081179737007,-156.877690567622,375.22,27660.5,Southern,Pacific Ocean
2025-06-07T00:31:50Z,-15.5832433768036,-156.484955678664,375.35,27660.21,Southern,Pacific Ocean
2025-06-07T00:32:00Z,-16.0844117597022,-156.09012224825,375.47,27659.92,Southern,Pacific Ocean
2025-06-07T00:32:10Z,-16.5846508398534,-155.693112109405,375.6,27659.62,Southern,Pacific Ocean
2025-06-07T00:32:20Z,-17.083926056215,-155.293846205433,375.73,27659.33,Southern,Pacific Ocean
2025-06-07T00:32:30Z,-17.5822023097266,-154.892244564506,375.86,27659.03,Southern,Pacific Ocean
2025-06-07T00:32:40Z,-18.0794439410181,-154.48822627384,375.99,27658.74,Southern,Pacific Ocean
2025-06-07T00:32:50Z,-18.5756147127374,-154.081709449723,376.12,27658.44,Southern,Pacific Ocean
2025-06-07T00:33:00Z,-19.0706777809435,-153.672611217521,376.25,27658.14,Southern,Pacific Ocean
2025-06-07T00:33:10Z,-19.5645956752408,-153.260847683972,376.39,27657.85,Southern,Pacific Ocean
2025-06-07T00:33:20Z,-20.0573302765074,-152.846333911839,376.52,27657.55,Southern,Pacific Ocean
2025-06-07T00:33:30Z,-20.5488427900381,-152.428983899106,376.66,27657.25,Southern,Pacific Ocean
2025-06-07T00:33:40Z,-21.039093722923,-152.008710554607,376.8,27656.96,Southern,Pacific Ocean
2025-06-07T00:33:50Z,-21.5280428571539,-151.585425678186,376.94,27656.66,Southern,Pacific Ocean
2025-06-07T00:34:00Z,-22.0156492278425,-151.159039936478,377.08,27656.37,Southern,Pacific Ocean
2025-06-07T00:34:10Z,-22.5018710912562,-150.729462849126,377.22,27656.07,Southern,Pacific Ocean
2025-06-07T00:34:20Z,-22.986665905108,-150.296602764021,377.36,27655.77,Southern,Pacific Ocean
2025-06-07T00:34:30Z,-23.4699902958821,-149.860366845899,377.5,27655.48,Southern,Pacific Ocean
2025-06-07T00:34:40Z,-23.9518000334172,-149.420661059049,377.64,27655.19,Southern,Pacific Ocean
2025-06-07T00:34:50Z,-24.4320500043248,-148.977390152217,377.79,27654.89,Southern,Pacific Ocean
2025-06-07T00:35:00Z,-24.9106941811974,-148.530457649082,377.93,27654.6,Southern,Pacific Ocean
2025-06-07T00:35:10Z,-25.3876855925704,-148.079765839621,378.08,27654.31,Southern,Pacific Ocean
2025-06-07T00:35:20Z,-25.86297629725,-147.625215768626,378.22,27654.02,Southern,Pacific Ocean
2025-06-07T00:35:30Z,-26.3365173496204,-147.166707235486,378.37,27653.73,Southern,Pacific Ocean
2025-06-07T00:35:40Z,-26.8082587717881,-146.704138789039,378.51,27653.44,Southern,Pacific Ocean
2025-06-07T00:35:50Z,-27.278149523118,-146.237407727501,378.66,27653.16,Southern,Pacific Ocean
2025-06-07T00:36:00Z,-27.7461374669298,-145.766410104057,378.81,27652.87,Southern,Pacific Ocean
2025-06-07T00:36:10Z,-28.2121693380166,-145.29104073466,378.96,27652.59,Southern,Pacific Ocean
2025-06-07T00:36:20Z,-28.676190712754,-144.811193206156,379.1,27652.31,Southern,Pacific Ocean
2025-06-07T00:36:30Z,-29.1381459752683,-144.32675989228,379.25,27652.03,Southern,Pacific Ocean
2025-06-07T00:36:40Z,-29.5979782836199,-143.837631973672,379.4,27651.75,Southern,Pacific Ocean
2025-06-07T00:36:50Z,-30.0556295383682,-143.34369945943,379.54,27651.48,Southern,Pacific Ocean
2025-06-07T00:37:00Z,-30.5110403476818,-142.844851217326,379.69,27651.21,Southern,Pacific Ocean
2025-06-07T00:37:10Z,-30.9641499952135,-142.340975005948,379.84,27650.94,Southern,Pacific Ocean
2025-06-07T00:37:20Z,-31.4148964046809,-141.831957516298,379.98,27650.67,Southern,Pacific Ocean
2025-06-07T00:37:30Z,-31.8632161078924,-141.317684415379,380.13,27650.4,Southern,Pacific Ocean
2025-06-07T00:37:40Z,-32.3090442085117,-140.798040401562,380.27,27650.14,Southern,Pacific Ocean
2025-06-07T00:37:50Z,-32.7523143516881,-140.272909259876,380.42,27649.88,Southern,Pacific Ocean
2025-06-07T00:38:00Z,-33.1929586898757,-139.742173929633,380.56,27649.62,Southern,Pacific Ocean
2025-06-07T00:38:10Z,-33.6309078479006,-139.205716581541,380.7,27649.37,Southern,Pacific Ocean
2025-06-07T00:38:20Z,-34.0660908921464,-138.663418698524,380.85,27649.11,Southern,Pacific Ocean
2025-06-07T00:38:30Z,-34.4984352994174,-138.115161166505,380.99,27648.86,Southern,Pacific Ocean
2025-06-07T00:38:40Z,-34.9278669223724,-137.560824380319,381.13,27648.62,Southern,Pacific Ocean
2025-06-07T00:38:50Z,-35.3543099638112,-137.000288348791,381.27,27648.38,Southern,Pacific Ocean
2025-06-07T00:39:00Z,-35.7776869439626,-136.433432821276,381.41,27648.14,Southern,Pacific Ocean
2025-06-07T00:39:10Z,-36.1979186720277,-135.860137421386,381.55,27647.9,Southern,Pacific Ocean
2025-06-07T00:39:20Z,-36.6149242209616,-135.280281789664,381.68,27647.67,Southern,Pacific Ocean
2025-06-07T00:39:30Z,-37.0286209032123,-134.693745739334,381.82,27647.45,Southern,Pacific Ocean
2025-06-07T00:39:40Z,-37.4389242435184,-134.100409432119,381.95,27647.22,Southern,Pacific Ocean
2025-06-07T00:39:50Z,-37.8457479596772,-133.500153558815,382.09,27647,Southern,Pacific Ocean
2025-06-07T00:40:00Z,-38.249003944757,-132.892859534834,382.22,27646.79,Southern,Pacific Ocean
2025-06-07T00:40:10Z,-38.6486022468126,-132.278409718494,382.35,27646.57,Southern,Pacific Ocean
2025-06-07T00:40:20Z,-39.0444510572844,-131.65668763525,382.48,27646.37,Southern,Pacific Ocean
2025-06-07T00:40:30Z,-39.4364567013026,-131.027578219258,382.61,27646.16,Southern,Pacific Ocean
2025-06-07T00:40:40Z,-39.8245236256239,-130.390968081093,382.73,27645.97,Southern,Pacific Ocean
2025-06-07T00:40:50Z,-40.2085543983415,-129.746745778694,382.85,27645.77,Southern,Pacific Ocean
2025-06-07T00:41:00Z,-40.5884497104908,-129.094802108591,382.98,27645.58,Southern,Pacific Ocean
2025-06-07T00:41:10Z,-40.964108375267,-128.435030427117,383.1,27645.4,Southern,Pacific Ocean
2025-06-07T00:41:20Z,-41.3354273424957,-127.767326970491,383.22,27645.22,Southern,Pacific Ocean
2025-06-07T00:41:30Z,-41.7023017109104,-127.091591206114,383.33,27645.04,Southern,Pacific Ocean
2025-06-07T00:41:40Z,-42.0646247474936,-126.407726199466,383.45,27644.87,Southern,Pacific Ocean
2025-06-07T00:41:50Z,-42.42228791599,-125.715638992618,383.56,27644.71,Southern,Pacific Ocean
2025-06-07T00:42:00Z,-42.7751809064259,-125.015241011417,383.67,27644.55,Southern,Pacific Ocean
2025-06-07T00:42:10Z,-43.1231916751518,-124.306448483045,383.78,27644.39,Southern,Pacific Ocean
2025-06-07T00:42:20Z,-43.4662064915838,-123.589182871856,383.88,27644.25,Southern,Pacific Ocean
2025-06-07T00:42:30Z,-43.8041099931743,-122.863371330416,383.98,27644.1,Southern,Pacific Ocean
2025-06-07T00:42:40Z,-44.1367852439144,-122.128947176947,384.09,27643.96,Southern,Pacific Ocean
2025-06-07T00:42:50Z,-44.4641138084783,-121.385850371733,384.18,27643.83,Southern,Pacific Ocean
